id,skill_area,type,difficulty,question_text,image_url,options,correct_answer,explanation,marks
Q0163,critical_thinking,case_study,hard,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,10
Q0164,data_interpretation,quiz,hard,What is the average value in the data set?,https://example.com/images/data_interpretation_164.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,10
Q0165,critical_thinking,case_study,easy,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0166,data_interpretation,quiz,easy,Which region shows the lowest performance?,https://example.com/images/data_interpretation_166.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,4
Q0167,data_interpretation,quiz,medium,Which region shows the lowest performance?,https://example.com/images/data_interpretation_167.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,6
Q0168,critical_thinking,case_study,easy,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0169,critical_thinking,case_study,easy,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0170,pattern_recognition,visual_sequence,medium,What image completes the sequence?,https://example.com/images/pattern_recognition_170.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,6
Q0171,pattern_recognition,visual_sequence,hard,Select the correct rotated version.,https://example.com/images/pattern_recognition_171.png,"[""Left"", ""Right"", ""Upside-down"", ""Original""]",Right,Option Right fits the pattern rule.,10
Q0172,critical_thinking,case_study,easy,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0173,pattern_recognition,visual_sequence,medium,What image completes the sequence?,https://example.com/images/pattern_recognition_173.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,6
Q0174,pattern_recognition,visual_sequence,medium,What image completes the sequence?,https://example.com/images/pattern_recognition_174.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,6
Q0175,data_interpretation,quiz,hard,What is the average value in the data set?,https://example.com/images/data_interpretation_175.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,10
Q0176,data_interpretation,quiz,medium,Which month had the highest sales?,https://example.com/images/data_interpretation_176.png,"[""Jan"", ""Feb"", ""Mar"", ""Apr""]",Mar,Option Mar is correct based on data interpretation.,6
Q0177,data_interpretation,quiz,medium,Which region shows the lowest performance?,https://example.com/images/data_interpretation_177.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,6
Q0178,critical_thinking,case_study,hard,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,10
Q0179,pattern_recognition,visual_sequence,medium,Select the correct rotated version.,https://example.com/images/pattern_recognition_179.png,"[""Left"", ""Right"", ""Upside-down"", ""Original""]",Right,Option Right fits the pattern rule.,6
Q0180,critical_thinking,case_study,easy,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0181,data_interpretation,quiz,hard,Which region shows the lowest performance?,https://example.com/images/data_interpretation_181.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,10
Q0182,pattern_recognition,visual_sequence,hard,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_182.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,10
Q0183,pattern_recognition,visual_sequence,easy,What image completes the sequence?,https://example.com/images/pattern_recognition_183.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,4
Q0184,data_interpretation,quiz,easy,What is the average value in the data set?,https://example.com/images/data_interpretation_184.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,4
Q0185,pattern_recognition,visual_sequence,medium,What image completes the sequence?,https://example.com/images/pattern_recognition_185.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,6
Q0186,data_interpretation,quiz,hard,Which region shows the lowest performance?,https://example.com/images/data_interpretation_186.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,10
Q0187,data_interpretation,quiz,medium,Which region shows the lowest performance?,https://example.com/images/data_interpretation_187.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,6
Q0188,data_interpretation,quiz,medium,Which month had the highest sales?,https://example.com/images/data_interpretation_188.png,"[""Jan"", ""Feb"", ""Mar"", ""Apr""]",Mar,Option Mar is correct based on data interpretation.,6
Q0189,critical_thinking,case_study,hard,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,10
Q0190,data_interpretation,quiz,medium,Which region shows the lowest performance?,https://example.com/images/data_interpretation_190.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,6
Q0191,critical_thinking,case_study,medium,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0192,critical_thinking,case_study,medium,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0193,pattern_recognition,visual_sequence,hard,Select the correct rotated version.,https://example.com/images/pattern_recognition_193.png,"[""Left"", ""Right"", ""Upside-down"", ""Original""]",Right,Option Right fits the pattern rule.,10
Q0194,critical_thinking,case_study,medium,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0195,pattern_recognition,visual_sequence,medium,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_195.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,6
Q0196,critical_thinking,case_study,easy,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0197,critical_thinking,case_study,hard,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,10
Q0198,pattern_recognition,visual_sequence,medium,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_198.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,6
Q0199,data_interpretation,quiz,hard,Which region shows the lowest performance?,https://example.com/images/data_interpretation_199.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,10
Q0200,critical_thinking,case_study,hard,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,10
Q0201,pattern_recognition,visual_sequence,easy,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_201.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,4
Q0202,critical_thinking,case_study,hard,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,10
Q0203,data_interpretation,quiz,easy,What is the average value in the data set?,https://example.com/images/data_interpretation_203.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,4
Q0204,pattern_recognition,visual_sequence,medium,Select the correct rotated version.,https://example.com/images/pattern_recognition_204.png,"[""Left"", ""Right"", ""Upside-down"", ""Original""]",Right,Option Right fits the pattern rule.,6
Q0205,pattern_recognition,visual_sequence,medium,Select the correct rotated version.,https://example.com/images/pattern_recognition_205.png,"[""Left"", ""Right"", ""Upside-down"", ""Original""]",Right,Option Right fits the pattern rule.,6
Q0206,data_interpretation,quiz,medium,What is the average value in the data set?,https://example.com/images/data_interpretation_206.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,6
Q0207,pattern_recognition,visual_sequence,easy,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_207.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,4
Q0208,critical_thinking,case_study,medium,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0209,data_interpretation,quiz,medium,What is the average value in the data set?,https://example.com/images/data_interpretation_209.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,6
Q0210,pattern_recognition,visual_sequence,medium,What image completes the sequence?,https://example.com/images/pattern_recognition_210.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,6
Q0211,pattern_recognition,visual_sequence,easy,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_211.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,4
Q0212,pattern_recognition,visual_sequence,medium,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_212.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,6
Q0213,data_interpretation,quiz,hard,Which region shows the lowest performance?,https://example.com/images/data_interpretation_213.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,10
Q0214,data_interpretation,quiz,medium,What is the average value in the data set?,https://example.com/images/data_interpretation_214.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,6
Q0215,critical_thinking,case_study,hard,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,10
Q0216,pattern_recognition,visual_sequence,easy,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_216.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,4
Q0217,pattern_recognition,visual_sequence,medium,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_217.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,6
Q0218,critical_thinking,case_study,easy,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0219,data_interpretation,quiz,medium,Which month had the highest sales?,https://example.com/images/data_interpretation_219.png,"[""Jan"", ""Feb"", ""Mar"", ""Apr""]",Mar,Option Mar is correct based on data interpretation.,6
Q0220,pattern_recognition,visual_sequence,hard,What image completes the sequence?,https://example.com/images/pattern_recognition_220.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,10
Q0221,critical_thinking,case_study,medium,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0222,critical_thinking,case_study,medium,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0223,data_interpretation,quiz,medium,Which region shows the lowest performance?,https://example.com/images/data_interpretation_223.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,6
Q0224,critical_thinking,case_study,easy,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0225,critical_thinking,case_study,easy,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0226,data_interpretation,quiz,medium,Which month had the highest sales?,https://example.com/images/data_interpretation_226.png,"[""Jan"", ""Feb"", ""Mar"", ""Apr""]",Mar,Option Mar is correct based on data interpretation.,6
Q0227,pattern_recognition,visual_sequence,medium,Select the correct rotated version.,https://example.com/images/pattern_recognition_227.png,"[""Left"", ""Right"", ""Upside-down"", ""Original""]",Right,Option Right fits the pattern rule.,6
Q0228,critical_thinking,case_study,medium,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0229,data_interpretation,quiz,easy,What is the average value in the data set?,https://example.com/images/data_interpretation_229.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,4
Q0230,critical_thinking,case_study,hard,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,10
Q0231,pattern_recognition,visual_sequence,hard,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_231.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,10
Q0232,pattern_recognition,visual_sequence,hard,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_232.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,10
Q0233,data_interpretation,quiz,hard,Which month had the highest sales?,https://example.com/images/data_interpretation_233.png,"[""Jan"", ""Feb"", ""Mar"", ""Apr""]",Mar,Option Mar is correct based on data interpretation.,10
Q0234,critical_thinking,case_study,medium,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0235,pattern_recognition,visual_sequence,hard,Select the correct rotated version.,https://example.com/images/pattern_recognition_235.png,"[""Left"", ""Right"", ""Upside-down"", ""Original""]",Right,Option Right fits the pattern rule.,10
Q0236,critical_thinking,case_study,medium,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0237,data_interpretation,quiz,easy,What is the average value in the data set?,https://example.com/images/data_interpretation_237.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,4
Q0238,pattern_recognition,visual_sequence,hard,Select the correct rotated version.,https://example.com/images/pattern_recognition_238.png,"[""Left"", ""Right"", ""Upside-down"", ""Original""]",Right,Option Right fits the pattern rule.,10
Q0239,data_interpretation,quiz,medium,What is the average value in the data set?,https://example.com/images/data_interpretation_239.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,6
Q0240,pattern_recognition,visual_sequence,easy,What image completes the sequence?,https://example.com/images/pattern_recognition_240.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,4
Q0241,data_interpretation,quiz,hard,Which month had the highest sales?,https://example.com/images/data_interpretation_241.png,"[""Jan"", ""Feb"", ""Mar"", ""Apr""]",Mar,Option Mar is correct based on data interpretation.,10
Q0242,data_interpretation,quiz,easy,Which region shows the lowest performance?,https://example.com/images/data_interpretation_242.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,4
Q0243,pattern_recognition,visual_sequence,medium,What image completes the sequence?,https://example.com/images/pattern_recognition_243.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,6
Q0244,data_interpretation,quiz,hard,What is the average value in the data set?,https://example.com/images/data_interpretation_244.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,10
Q0245,data_interpretation,quiz,hard,Which month had the highest sales?,https://example.com/images/data_interpretation_245.png,"[""Jan"", ""Feb"", ""Mar"", ""Apr""]",Mar,Option Mar is correct based on data interpretation.,10
Q0246,data_interpretation,quiz,hard,Which region shows the lowest performance?,https://example.com/images/data_interpretation_246.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,10
Q0247,data_interpretation,quiz,easy,Which region shows the lowest performance?,https://example.com/images/data_interpretation_247.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,4
Q0248,critical_thinking,case_study,hard,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,10
Q0249,critical_thinking,case_study,medium,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0250,data_interpretation,quiz,medium,Which region shows the lowest performance?,https://example.com/images/data_interpretation_250.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,6
Q0251,pattern_recognition,visual_sequence,hard,What image completes the sequence?,https://example.com/images/pattern_recognition_251.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,10
Q0252,pattern_recognition,visual_sequence,medium,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_252.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,6
Q0253,pattern_recognition,visual_sequence,hard,What image completes the sequence?,https://example.com/images/pattern_recognition_253.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,10
Q0254,critical_thinking,case_study,easy,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0255,pattern_recognition,visual_sequence,medium,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_255.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,6
Q0256,pattern_recognition,visual_sequence,medium,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_256.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,6
Q0257,pattern_recognition,visual_sequence,easy,Select the correct rotated version.,https://example.com/images/pattern_recognition_257.png,"[""Left"", ""Right"", ""Upside-down"", ""Original""]",Right,Option Right fits the pattern rule.,4
Q0258,data_interpretation,quiz,hard,What is the average value in the data set?,https://example.com/images/data_interpretation_258.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,10
Q0259,critical_thinking,case_study,medium,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0260,pattern_recognition,visual_sequence,easy,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_260.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,4
Q0261,critical_thinking,case_study,easy,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0262,data_interpretation,quiz,easy,What is the average value in the data set?,https://example.com/images/data_interpretation_262.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,4
Q0263,critical_thinking,case_study,hard,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,10
Q0264,data_interpretation,quiz,medium,Which month had the highest sales?,https://example.com/images/data_interpretation_264.png,"[""Jan"", ""Feb"", ""Mar"", ""Apr""]",Mar,Option Mar is correct based on data interpretation.,6
Q0265,pattern_recognition,visual_sequence,easy,What image completes the sequence?,https://example.com/images/pattern_recognition_265.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,4
Q0266,pattern_recognition,visual_sequence,medium,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_266.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,6
Q0267,data_interpretation,quiz,easy,Which month had the highest sales?,https://example.com/images/data_interpretation_267.png,"[""Jan"", ""Feb"", ""Mar"", ""Apr""]",Mar,Option Mar is correct based on data interpretation.,4
Q0268,critical_thinking,case_study,easy,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0269,pattern_recognition,visual_sequence,medium,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_269.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,6
Q0270,data_interpretation,quiz,hard,Which region shows the lowest performance?,https://example.com/images/data_interpretation_270.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,10
Q0271,pattern_recognition,visual_sequence,hard,What image completes the sequence?,https://example.com/images/pattern_recognition_271.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,10
Q0272,pattern_recognition,visual_sequence,hard,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_272.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,10
Q0273,critical_thinking,case_study,easy,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0274,pattern_recognition,visual_sequence,easy,What image completes the sequence?,https://example.com/images/pattern_recognition_274.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,4
Q0275,data_interpretation,quiz,medium,Which month had the highest sales?,https://example.com/images/data_interpretation_275.png,"[""Jan"", ""Feb"", ""Mar"", ""Apr""]",Mar,Option Mar is correct based on data interpretation.,6
Q0276,pattern_recognition,visual_sequence,hard,Select the correct rotated version.,https://example.com/images/pattern_recognition_276.png,"[""Left"", ""Right"", ""Upside-down"", ""Original""]",Right,Option Right fits the pattern rule.,10
Q0277,data_interpretation,quiz,hard,What is the average value in the data set?,https://example.com/images/data_interpretation_277.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,10
Q0278,data_interpretation,quiz,hard,Which month had the highest sales?,https://example.com/images/data_interpretation_278.png,"[""Jan"", ""Feb"", ""Mar"", ""Apr""]",Mar,Option Mar is correct based on data interpretation.,10
Q0279,critical_thinking,case_study,hard,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,10
Q0280,critical_thinking,case_study,easy,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0281,pattern_recognition,visual_sequence,hard,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_281.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,10
Q0282,critical_thinking,case_study,easy,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0283,critical_thinking,case_study,medium,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0284,critical_thinking,case_study,medium,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0285,critical_thinking,case_study,medium,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0286,pattern_recognition,visual_sequence,hard,Select the correct rotated version.,https://example.com/images/pattern_recognition_286.png,"[""Left"", ""Right"", ""Upside-down"", ""Original""]",Right,Option Right fits the pattern rule.,10
Q0287,data_interpretation,quiz,easy,What is the average value in the data set?,https://example.com/images/data_interpretation_287.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,4
Q0288,critical_thinking,case_study,easy,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0289,critical_thinking,case_study,medium,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,6
Q0290,critical_thinking,case_study,hard,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,10
Q0291,data_interpretation,quiz,easy,What is the average value in the data set?,https://example.com/images/data_interpretation_291.png,"[""100"", ""150"", ""200"", ""250""]",200,Option 200 is correct based on data interpretation.,4
Q0292,pattern_recognition,visual_sequence,easy,Choose the next shape in the pattern.,https://example.com/images/pattern_recognition_292.png,"[""Triangle"", ""Square"", ""Circle"", ""Star""]",Circle,Option Circle fits the pattern rule.,4
Q0293,data_interpretation,quiz,easy,Which region shows the lowest performance?,https://example.com/images/data_interpretation_293.png,"[""North"", ""South"", ""East"", ""West""]",East,Option East is correct based on data interpretation.,4
Q0294,pattern_recognition,visual_sequence,easy,What image completes the sequence?,https://example.com/images/pattern_recognition_294.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,4
Q0295,critical_thinking,case_study,hard,A team member is disengaged. How do you respond?,,,subjective,Responses should reflect logical problem-solving and empathy.,10
Q0296,data_interpretation,quiz,medium,Which month had the highest sales?,https://example.com/images/data_interpretation_296.png,"[""Jan"", ""Feb"", ""Mar"", ""Apr""]",Mar,Option Mar is correct based on data interpretation.,6
Q0297,critical_thinking,case_study,easy,A client gives contradictory feedback. What do you do?,,,subjective,Responses should reflect logical problem-solving and empathy.,4
Q0298,pattern_recognition,visual_sequence,medium,What image completes the sequence?,https://example.com/images/pattern_recognition_298.png,"[""A"", ""B"", ""C"", ""D""]",C,Option C fits the pattern rule.,6
Q0299,data_interpretation,quiz,hard,Which month had the highest sales?,https://example.com/images/data_interpretation_299.png,"[""Jan"", ""Feb"", ""Mar"", ""Apr""]",Mar,Option Mar is correct based on data interpretation.,10
Q0300,critical_thinking,case_study,hard,Your project is behind schedule. How do you handle it?,,,subjective,Responses should reflect logical problem-solving and empathy.,10
