id,skill_area,type,difficulty,question_text,image_url,options,correct_answer,explanation,marks
Q0207,statistics,quiz,medium,Sample question 207 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 207.,6
Q0208,critical_thinking,case_study,hard,Sample question 208 for Critical Thinking (hard).,https://example.com/assets/images/critical_thinking_208.png,,subjective,Sample explanation for question 208.,10
Q0209,statistics,quiz,easy,Sample question 209 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 209.,4
Q0210,data_interpretation,quiz,easy,Sample question 210 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_210.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 210.,4
Q0211,pattern_recognition,visual_sequence,medium,Sample question 211 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_211.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 211.,6
Q0212,data_interpretation,quiz,hard,Sample question 212 for Data Interpretation (hard).,https://example.com/assets/images/data_interpretation_212.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 212.,10
Q0213,data_interpretation,quiz,easy,Sample question 213 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_213.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 213.,4
Q0214,pattern_recognition,visual_sequence,easy,Sample question 214 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_214.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 214.,4
Q0215,pattern_recognition,visual_sequence,hard,Sample question 215 for Pattern Recognition (hard).,https://example.com/assets/images/pattern_recognition_215.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 215.,10
Q0216,pattern_recognition,visual_sequence,easy,Sample question 216 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_216.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 216.,4
Q0217,critical_thinking,case_study,medium,Sample question 217 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_217.png,,subjective,Sample explanation for question 217.,6
Q0218,statistics,quiz,hard,Sample question 218 for Statistics (hard).,,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 218.,10
Q0219,pattern_recognition,visual_sequence,hard,Sample question 219 for Pattern Recognition (hard).,https://example.com/assets/images/pattern_recognition_219.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 219.,10
Q0220,critical_thinking,case_study,easy,Sample question 220 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_220.png,,subjective,Sample explanation for question 220.,4
Q0221,statistics,quiz,medium,Sample question 221 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 221.,6
Q0222,data_interpretation,quiz,hard,Sample question 222 for Data Interpretation (hard).,https://example.com/assets/images/data_interpretation_222.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 222.,10
Q0223,statistics,quiz,easy,Sample question 223 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 223.,4
Q0224,pattern_recognition,visual_sequence,easy,Sample question 224 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_224.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 224.,4
Q0225,pattern_recognition,visual_sequence,hard,Sample question 225 for Pattern Recognition (hard).,https://example.com/assets/images/pattern_recognition_225.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 225.,10
Q0226,pattern_recognition,visual_sequence,easy,Sample question 226 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_226.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 226.,4
Q0227,pattern_recognition,visual_sequence,easy,Sample question 227 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_227.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 227.,4
Q0228,data_interpretation,quiz,hard,Sample question 228 for Data Interpretation (hard).,https://example.com/assets/images/data_interpretation_228.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 228.,10
Q0229,statistics,quiz,easy,Sample question 229 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 229.,4
Q0230,pattern_recognition,visual_sequence,hard,Sample question 230 for Pattern Recognition (hard).,https://example.com/assets/images/pattern_recognition_230.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 230.,10
Q0231,pattern_recognition,visual_sequence,easy,Sample question 231 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_231.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 231.,4
Q0232,critical_thinking,case_study,easy,Sample question 232 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_232.png,,subjective,Sample explanation for question 232.,4
Q0233,data_interpretation,quiz,easy,Sample question 233 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_233.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 233.,4
Q0234,data_interpretation,quiz,medium,Sample question 234 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_234.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 234.,6
Q0235,pattern_recognition,visual_sequence,hard,Sample question 235 for Pattern Recognition (hard).,https://example.com/assets/images/pattern_recognition_235.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 235.,10
Q0236,pattern_recognition,visual_sequence,hard,Sample question 236 for Pattern Recognition (hard).,https://example.com/assets/images/pattern_recognition_236.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 236.,10
Q0237,critical_thinking,case_study,easy,Sample question 237 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_237.png,,subjective,Sample explanation for question 237.,4
Q0238,pattern_recognition,visual_sequence,easy,Sample question 238 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_238.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 238.,4
Q0239,pattern_recognition,visual_sequence,hard,Sample question 239 for Pattern Recognition (hard).,https://example.com/assets/images/pattern_recognition_239.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 239.,10
Q0240,statistics,quiz,hard,Sample question 240 for Statistics (hard).,,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 240.,10
Q0241,data_interpretation,quiz,hard,Sample question 241 for Data Interpretation (hard).,https://example.com/assets/images/data_interpretation_241.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 241.,10
Q0242,pattern_recognition,visual_sequence,easy,Sample question 242 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_242.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 242.,4
Q0243,critical_thinking,case_study,easy,Sample question 243 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_243.png,,subjective,Sample explanation for question 243.,4
Q0244,pattern_recognition,visual_sequence,easy,Sample question 244 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_244.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 244.,4
Q0245,statistics,quiz,easy,Sample question 245 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 245.,4
Q0246,critical_thinking,case_study,hard,Sample question 246 for Critical Thinking (hard).,https://example.com/assets/images/critical_thinking_246.png,,subjective,Sample explanation for question 246.,10
Q0247,statistics,quiz,easy,Sample question 247 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 247.,4
Q0248,pattern_recognition,visual_sequence,hard,Sample question 248 for Pattern Recognition (hard).,https://example.com/assets/images/pattern_recognition_248.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 248.,10
Q0249,critical_thinking,case_study,medium,Sample question 249 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_249.png,,subjective,Sample explanation for question 249.,6
Q0250,critical_thinking,case_study,medium,Sample question 250 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_250.png,,subjective,Sample explanation for question 250.,6
Q0251,pattern_recognition,visual_sequence,medium,Sample question 251 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_251.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 251.,6
Q0252,statistics,quiz,medium,Sample question 252 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 252.,6
Q0253,pattern_recognition,visual_sequence,hard,Sample question 253 for Pattern Recognition (hard).,https://example.com/assets/images/pattern_recognition_253.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 253.,10
Q0254,pattern_recognition,visual_sequence,medium,Sample question 254 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_254.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 254.,6
Q0255,pattern_recognition,visual_sequence,easy,Sample question 255 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_255.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 255.,4
Q0256,critical_thinking,case_study,hard,Sample question 256 for Critical Thinking (hard).,https://example.com/assets/images/critical_thinking_256.png,,subjective,Sample explanation for question 256.,10
Q0257,critical_thinking,case_study,easy,Sample question 257 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_257.png,,subjective,Sample explanation for question 257.,4
Q0258,data_interpretation,quiz,medium,Sample question 258 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_258.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 258.,6
Q0259,statistics,quiz,easy,Sample question 259 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 259.,4
Q0260,data_interpretation,quiz,hard,Sample question 260 for Data Interpretation (hard).,https://example.com/assets/images/data_interpretation_260.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 260.,10
Q0261,critical_thinking,case_study,easy,Sample question 261 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_261.png,,subjective,Sample explanation for question 261.,4
Q0262,critical_thinking,case_study,hard,Sample question 262 for Critical Thinking (hard).,https://example.com/assets/images/critical_thinking_262.png,,subjective,Sample explanation for question 262.,10
Q0263,data_interpretation,quiz,hard,Sample question 263 for Data Interpretation (hard).,https://example.com/assets/images/data_interpretation_263.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 263.,10
Q0264,critical_thinking,case_study,medium,Sample question 264 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_264.png,,subjective,Sample explanation for question 264.,6
Q0265,critical_thinking,case_study,medium,Sample question 265 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_265.png,,subjective,Sample explanation for question 265.,6
Q0266,statistics,quiz,easy,Sample question 266 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 266.,4
Q0267,critical_thinking,case_study,medium,Sample question 267 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_267.png,,subjective,Sample explanation for question 267.,6
Q0268,pattern_recognition,visual_sequence,easy,Sample question 268 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_268.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 268.,4
Q0269,data_interpretation,quiz,easy,Sample question 269 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_269.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 269.,4
Q0270,pattern_recognition,visual_sequence,easy,Sample question 270 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_270.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 270.,4
Q0271,critical_thinking,case_study,easy,Sample question 271 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_271.png,,subjective,Sample explanation for question 271.,4
Q0272,data_interpretation,quiz,medium,Sample question 272 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_272.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 272.,6
Q0273,data_interpretation,quiz,medium,Sample question 273 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_273.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 273.,6
Q0274,critical_thinking,case_study,easy,Sample question 274 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_274.png,,subjective,Sample explanation for question 274.,4
Q0275,data_interpretation,quiz,easy,Sample question 275 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_275.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 275.,4
Q0276,critical_thinking,case_study,hard,Sample question 276 for Critical Thinking (hard).,https://example.com/assets/images/critical_thinking_276.png,,subjective,Sample explanation for question 276.,10
Q0277,pattern_recognition,visual_sequence,easy,Sample question 277 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_277.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 277.,4
Q0278,pattern_recognition,visual_sequence,easy,Sample question 278 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_278.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 278.,4
Q0279,statistics,quiz,medium,Sample question 279 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 279.,6
Q0280,critical_thinking,case_study,hard,Sample question 280 for Critical Thinking (hard).,https://example.com/assets/images/critical_thinking_280.png,,subjective,Sample explanation for question 280.,10
Q0281,data_interpretation,quiz,medium,Sample question 281 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_281.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 281.,6
Q0282,pattern_recognition,visual_sequence,medium,Sample question 282 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_282.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 282.,6
Q0283,critical_thinking,case_study,easy,Sample question 283 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_283.png,,subjective,Sample explanation for question 283.,4
Q0284,statistics,quiz,medium,Sample question 284 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 284.,6
Q0285,pattern_recognition,visual_sequence,hard,Sample question 285 for Pattern Recognition (hard).,https://example.com/assets/images/pattern_recognition_285.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 285.,10
Q0286,data_interpretation,quiz,medium,Sample question 286 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_286.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 286.,6
Q0287,statistics,quiz,medium,Sample question 287 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 287.,6
Q0288,statistics,quiz,medium,Sample question 288 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 288.,6
Q0289,critical_thinking,case_study,medium,Sample question 289 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_289.png,,subjective,Sample explanation for question 289.,6
Q0290,statistics,quiz,medium,Sample question 290 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 290.,6
Q0291,data_interpretation,quiz,easy,Sample question 291 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_291.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 291.,4
Q0292,critical_thinking,case_study,easy,Sample question 292 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_292.png,,subjective,Sample explanation for question 292.,4
Q0293,data_interpretation,quiz,medium,Sample question 293 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_293.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 293.,6
Q0294,pattern_recognition,visual_sequence,easy,Sample question 294 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_294.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 294.,4
Q0295,critical_thinking,case_study,medium,Sample question 295 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_295.png,,subjective,Sample explanation for question 295.,6
Q0296,pattern_recognition,visual_sequence,easy,Sample question 296 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_296.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 296.,4
Q0297,critical_thinking,case_study,hard,Sample question 297 for Critical Thinking (hard).,https://example.com/assets/images/critical_thinking_297.png,,subjective,Sample explanation for question 297.,10
Q0298,statistics,quiz,medium,Sample question 298 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 298.,6
Q0299,data_interpretation,quiz,medium,Sample question 299 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_299.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 299.,6
Q0300,data_interpretation,quiz,hard,Sample question 300 for Data Interpretation (hard).,https://example.com/assets/images/data_interpretation_300.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 300.,10
Q0301,data_interpretation,quiz,easy,Sample question 301 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_301.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 301.,4
Q0302,statistics,quiz,medium,Sample question 302 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 302.,6
Q0303,data_interpretation,quiz,easy,Sample question 303 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_303.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 303.,4
Q0304,data_interpretation,quiz,easy,Sample question 304 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_304.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 304.,4
Q0305,data_interpretation,quiz,easy,Sample question 305 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_305.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 305.,4
Q0306,pattern_recognition,visual_sequence,easy,Sample question 306 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_306.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 306.,4
Q0307,pattern_recognition,visual_sequence,medium,Sample question 307 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_307.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 307.,6
Q0308,data_interpretation,quiz,easy,Sample question 308 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_308.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 308.,4
Q0309,data_interpretation,quiz,medium,Sample question 309 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_309.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 309.,6
Q0310,data_interpretation,quiz,hard,Sample question 310 for Data Interpretation (hard).,https://example.com/assets/images/data_interpretation_310.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 310.,10
Q0311,data_interpretation,quiz,medium,Sample question 311 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_311.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 311.,6
Q0312,critical_thinking,case_study,medium,Sample question 312 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_312.png,,subjective,Sample explanation for question 312.,6
Q0313,data_interpretation,quiz,medium,Sample question 313 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_313.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 313.,6
Q0314,statistics,quiz,easy,Sample question 314 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 314.,4
Q0315,critical_thinking,case_study,easy,Sample question 315 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_315.png,,subjective,Sample explanation for question 315.,4
Q0316,data_interpretation,quiz,medium,Sample question 316 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_316.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 316.,6
Q0317,statistics,quiz,easy,Sample question 317 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 317.,4
Q0318,critical_thinking,case_study,medium,Sample question 318 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_318.png,,subjective,Sample explanation for question 318.,6
Q0319,critical_thinking,case_study,hard,Sample question 319 for Critical Thinking (hard).,https://example.com/assets/images/critical_thinking_319.png,,subjective,Sample explanation for question 319.,10
Q0320,data_interpretation,quiz,easy,Sample question 320 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_320.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 320.,4
Q0321,critical_thinking,case_study,hard,Sample question 321 for Critical Thinking (hard).,https://example.com/assets/images/critical_thinking_321.png,,subjective,Sample explanation for question 321.,10
Q0322,data_interpretation,quiz,easy,Sample question 322 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_322.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 322.,4
Q0323,statistics,quiz,medium,Sample question 323 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 323.,6
Q0324,statistics,quiz,medium,Sample question 324 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 324.,6
Q0325,critical_thinking,case_study,hard,Sample question 325 for Critical Thinking (hard).,https://example.com/assets/images/critical_thinking_325.png,,subjective,Sample explanation for question 325.,10
Q0326,pattern_recognition,visual_sequence,easy,Sample question 326 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_326.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 326.,4
Q0327,critical_thinking,case_study,hard,Sample question 327 for Critical Thinking (hard).,https://example.com/assets/images/critical_thinking_327.png,,subjective,Sample explanation for question 327.,10
Q0328,critical_thinking,case_study,hard,Sample question 328 for Critical Thinking (hard).,https://example.com/assets/images/critical_thinking_328.png,,subjective,Sample explanation for question 328.,10
Q0329,pattern_recognition,visual_sequence,hard,Sample question 329 for Pattern Recognition (hard).,https://example.com/assets/images/pattern_recognition_329.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 329.,10
Q0330,critical_thinking,case_study,easy,Sample question 330 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_330.png,,subjective,Sample explanation for question 330.,4
Q0331,critical_thinking,case_study,medium,Sample question 331 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_331.png,,subjective,Sample explanation for question 331.,6
Q0332,critical_thinking,case_study,medium,Sample question 332 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_332.png,,subjective,Sample explanation for question 332.,6
Q0333,data_interpretation,quiz,easy,Sample question 333 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_333.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 333.,4
Q0334,pattern_recognition,visual_sequence,medium,Sample question 334 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_334.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 334.,6
Q0335,pattern_recognition,visual_sequence,easy,Sample question 335 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_335.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 335.,4
Q0336,statistics,quiz,easy,Sample question 336 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 336.,4
Q0337,pattern_recognition,visual_sequence,medium,Sample question 337 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_337.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 337.,6
Q0338,pattern_recognition,visual_sequence,easy,Sample question 338 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_338.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 338.,4
Q0339,pattern_recognition,visual_sequence,hard,Sample question 339 for Pattern Recognition (hard).,https://example.com/assets/images/pattern_recognition_339.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 339.,10
Q0340,statistics,quiz,easy,Sample question 340 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 340.,4
Q0341,critical_thinking,case_study,medium,Sample question 341 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_341.png,,subjective,Sample explanation for question 341.,6
Q0342,statistics,quiz,medium,Sample question 342 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 342.,6
Q0343,data_interpretation,quiz,easy,Sample question 343 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_343.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 343.,4
Q0344,data_interpretation,quiz,hard,Sample question 344 for Data Interpretation (hard).,https://example.com/assets/images/data_interpretation_344.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 344.,10
Q0345,critical_thinking,case_study,easy,Sample question 345 for Critical Thinking (easy).,https://example.com/assets/images/critical_thinking_345.png,,subjective,Sample explanation for question 345.,4
Q0346,pattern_recognition,visual_sequence,easy,Sample question 346 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_346.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 346.,4
Q0347,pattern_recognition,visual_sequence,medium,Sample question 347 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_347.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 347.,6
Q0348,data_interpretation,quiz,hard,Sample question 348 for Data Interpretation (hard).,https://example.com/assets/images/data_interpretation_348.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 348.,10
Q0349,statistics,quiz,easy,Sample question 349 for Statistics (easy).,,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 349.,4
Q0350,pattern_recognition,visual_sequence,medium,Sample question 350 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_350.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 350.,6
Q0351,critical_thinking,case_study,medium,Sample question 351 for Critical Thinking (medium).,https://example.com/assets/images/critical_thinking_351.png,,subjective,Sample explanation for question 351.,6
Q0352,data_interpretation,quiz,hard,Sample question 352 for Data Interpretation (hard).,https://example.com/assets/images/data_interpretation_352.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 352.,10
Q0353,statistics,quiz,hard,Sample question 353 for Statistics (hard).,,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 353.,10
Q0354,data_interpretation,quiz,medium,Sample question 354 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_354.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 354.,6
Q0355,data_interpretation,quiz,hard,Sample question 355 for Data Interpretation (hard).,https://example.com/assets/images/data_interpretation_355.png,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 355.,10
Q0356,data_interpretation,quiz,medium,Sample question 356 for Data Interpretation (medium).,https://example.com/assets/images/data_interpretation_356.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 356.,6
Q0357,statistics,quiz,hard,Sample question 357 for Statistics (hard).,,"['Option A','Option B','Option C','Option D']",Option C,Sample explanation for question 357.,10
Q0358,data_interpretation,quiz,easy,Sample question 358 for Data Interpretation (easy).,https://example.com/assets/images/data_interpretation_358.png,"['Option A','Option B','Option C','Option D']",Option D,Sample explanation for question 358.,4
Q0359,pattern_recognition,visual_sequence,easy,Sample question 359 for Pattern Recognition (easy).,https://example.com/assets/images/pattern_recognition_359.png,"['Option A','Option B','Option C','Option D']",Option A,Sample explanation for question 359.,4
Q0360,pattern_recognition,visual_sequence,medium,Sample question 360 for Pattern Recognition (medium).,https://example.com/assets/images/pattern_recognition_360.png,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 360.,6
Q0361,statistics,quiz,medium,Sample question 361 for Statistics (medium).,,"['Option A','Option B','Option C','Option D']",Option B,Sample explanation for question 361.,6
